FID;TITULAR;N_PERT;N_CODIGOCE;ESPECIES;TOPONIMIO;T_ESTADOTR;T_GRUPOESP;SUPERFICIE;AGRUPCONCE;COMUNA;REGION;CartaGeogr;Datum;Huso;COORDENADA;N_RESOLSSP;F_RESOLSSP;N_RESOLSSF;F_RESOLSSF;TIPOPORC;ESTADO_UOT
1390;CERMAQ CHILE S.A.;95103081;102504;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PUNTA LOBOS, ISLA TAC;CONCESION OTORGADA;SALMONES;25;8;QUEMCHI;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°24´5.1400, W 73°9´6.9000

S 42°24´4.2700, W 73°8´13.5600

S 42°23´57.6300, W 73°8´13.7600

S 42°23´58.5000, W 73°9´7.1000";1807;14-08-2000;1768;03-11-2000;AGUA Y FONDO;CONCESIÓN OTORGADA
1400;SALMONES TECMAR S.A.;93103050;102367;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;AL SURESTE DE ISLA QUEHUI;CONCESION OTORGADA;SALMONES;7,8;10A;CASTRO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°38´53.2500, W 73°27´13.7400

S 42°38´50.0200, W 73°26´56.3000

S 42°38´44.3800, W 73°26´58.1500

S 42°38´47.4000, W 73°27´14.8800

S 42°38´41.4700, W 73°27´17.0400

S 42°38´41.6300, W 73°27´17.9000";633;27-03-2000;1198;23-06-2000;AGUA Y FONDO;CONCESIÓN OTORGADA
1401;INVERMAR S.A.;199103040;102934;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SURESTE DE PUNTA LONHUI, ISLA LLINGUA;CONCESION OTORGADA;SALMONES;2,92;9A;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°26´3.6300, W 73°25´17.7300

S 42°26´3.5600, W 73°25´12.5700

S 42°26´10.3300, W 73°25´12.9600

S 42°26´10.4200, W 73°25´20.0500";1911;20-08-2003;1587;01-09-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
1403;CERMAQ CHILE S.A.;900000350;100591;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PUNTA PELU;CONCESION OTORGADA;SALMONES;20;9A;DALCAHUE;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°19´52.6600, W 73°26´40.4600

S 42°20´6.7800, W 73°26´12.4600

S 42°19´59.8600, W 73°26´6.1200

S 42°19´46.6400, W 73°26´29.7900";1715;22-11-1995;879;19-11-1993;AGUA Y FONDO;CONCESIÓN OTORGADA
1407;DELIFISH FARMING SPA;900000351;100592;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PUNTA COÑUE, ISLA LINLIN;CONCESION OTORGADA;SALMONES;25,68;9A;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°24´27.3300, W 73°25´37.7000

S 42°24´11.0900, W 73°25´27.7600

S 42°24´17.3500, W 73°25´9.1600

S 42°24´33.5800, W 73°25´19.1000";1715;22-11-1995;905;29-11-1993;AGUA Y FONDO;CONCESIÓN OTORGADA
1411;MULTI X S.A.;201103155;103737;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SUROESTE DE PUNTA QUILQUE, ISLA TAC;CONCESION OTORGADA;SALMONES;0,54;8;QUEMCHI;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°22´58.6300, W 73°8´56.7200

S 42°22´58.5900, W 73°8´54.0900

S 42°22´55.6700, W 73°8´54.1800

S 42°22´55.7100, W 73°8´56.8000";4171;30-11-2005;819;04-07-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
1417;MULTI X S.A.;98103086;103701;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL ALAO, AL NORTE DE GUIVICHE, OESTE DE ISLA APIAO;CONCESION OTORGADA;SALMONES;5,42;9C;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°35´32.1000, W 73°14´5.4000

S 42°35´31.9200, W 73°13´53.9900

S 42°35´25.2000, W 73°13´56.9200

S 42°35´25.3800, W 73°14´8.3200";4391;20-12-2005;579;28-04-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
1421;CERMAQ CHILE S.A.;93103037;102041;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL QUICAVI, AL SUR DE PUNTA HUECHUQUE;CONCESION OTORGADA;SALMONES;11,25;8;QUEMCHI;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°17´40.3100, W 73°21´12.6700

S 42°17´40.3600, W 73°21´19.6900

S 42°17´30.1700, W 73°21´19.9500

S 42°17´29.4900, W 73°21´7.1100

S 42°17´22.5500, W 73°21´7.2900

S 42°17´22.4400, W 73°20´59.6800

S 42°17´31.9800, W 73°20´59.43";696;12-04-1996;1970;30-12-1996;AGUA Y FONDO;CONCESIÓN OTORGADA
1424;MULTIEXPORT PACIFIC FARMS S.A.;200103263;103414;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;PUNTA PUTEV, ISLA TEUQUELIN;CONCESION OTORGADA;SALMONES;3,64;9B;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°27´34.9900, W 73°13´48.5700

S 42°27´34.8300, W 73°13´38.2900

S 42°27´39.8500, W 73°13´38.1400

S 42°27´40.0100, W 73°13´48.4300";1132;29-04-2004;1205;10-05-2004;AGUA Y FONDO;CONCESIÓN OTORGADA
1425;SALMONES ANTARTICA S.A.;201103079;103746;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTE DE ISLA LIN LIN, ENTRE PUNTA REV Y PUNTA CHAU;CONCESION OTORGADA;SALMONES;1,97;9A;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°23´19.8400, W 73°24´48.7700

S 42°23´18.1800, W 73°24´43.5400

S 42°23´13.6600, W 73°24´46.1600

S 42°23´15.3200, W 73°24´51.3800";425;06-02-2006;765;22-06-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
1427;MOWI CHILE S.A.;202103081;103822;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ISLA CAGUACHE, AL ESTE DE PUNTA DEMPEN;CONCESION OTORGADA;SALMONES;15,33;9B;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°30´57.3700, W 73°14´59.7800

S 42°30´58.0400, W 73°15´28.7900

S 42°30´45.5900, W 73°15´26.4300

S 42°30´54.6000, W 73°14´59.6000";507;14-02-2006;1048;12-10-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
1429;INVERMAR S.A.;200103130;103307;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O CRESPA, LUGA-LUGA, LUGA-ROJA;CANAL APIAO, AL OESTE DE PUNTA LLIGUICHE, ISLA CHUIT;CONCESION OTORGADA;SALMONES;14,69;15;CHAITEN;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°39´41.5700, W 73°7´17.1000

S 42°39´41.2300, W 73°6´56.1200

S 42°39´51.8400, W 73°7´4.8300

S 42°39´52.1600, W 73°7´23.8000";2590;28-10-2003;1772;14-11-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
1453;MULTI X S.A.;97103106;103528;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL HUDSON, AL NORTE DE PUNTA PINDO, ISLA CHELÍN;CONCESION OTORGADA;SALMONES;5,22;10A;CASTRO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°32´33.7700, W 73°29´47.7000

S 42°32´32.6400, W 73°29´31.1100

S 42°32´34.5200, W 73°29´31.2300

S 42°32´40.9900, W 73°29´45.6600";1272;28-04-2005;1019;31-05-2005;AGUA Y FONDO;CONCESIÓN OTORGADA
1460;TRUSAL S.A.;203103129;103824;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, ABALON JAPONES, ABALON ROJO, CHASCON O HUIRO NEGRO, COCHAYUYO, HUIRO, LUCHE, LUGA NEGRA O;CANAL QUICAVÍ, AL NORESTE DE PUNTA TENAÚN;CONCESION OTORGADA;SALMONES;2,81;8;DALCAHUE;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°19´11.1600, W 73°21´3.7600

S 42°19´11.0600, W 73°20´56.5500

S 42°19´17.6700, W 73°20´58.6900

S 42°19´17.7400, W 73°21´3.5800";1746;21-06-2006;1055;12-10-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
1472;CERMAQ CHILE S.A.;900000087;100104;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO CASTRO,  SECTOR CALETA LINLINAO;CONCESION OTORGADA;SALMONES;33,33;10A;CHONCHI;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°34´8.5100, W 73°44´52.8700

S 42°34´3.1900, W 73°44´52.9700

S 42°34´2.2200, W 73°44´45.6900

S 42°34´23.2000, W 73°44´39.2900

S 42°34´10.1800, W 73°45´19.1400

S 42°34´13.0900, W 73°45´18.9600

S 42°34´30.2800, W 73°45´6.0500";189;03-03-1986;1231;16-10-1986;AGUA Y FONDO;CONCESIÓN OTORGADA
1473;MOWI CHILE S.A.;96103064;102554;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;CANAL HUDSON, AL OESTE DE PUNTA PINDO, ISLA CHELIN;CONCESION OTORGADA;SALMONES;4,71;10A;CASTRO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°32´53.5200, W 73°32´4.0700

S 42°32´52.0300, W 73°31´50.4000

S 42°33´3.4000, W 73°32´4.9200";2645;18-12-2000;1301;16-03-2001;AGUA Y FONDO;CONCESIÓN OTORGADA
1474;AQUACHILE MAULLIN LTDA.;900000356;100674;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PUNTA YUTUY;CONCESION OTORGADA;SALMONES;5;10A;CASTRO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°30´52.4400, W 73°45´39.2900

S 42°30´38.2000, W 73°45´28.8200

S 42°30´39.7500, W 73°45´24.9700

S 42°30´53.9900, W 73°45´35.4400";1238;17-11-1988;490;16-07-1990;AGUA Y FONDO;CONCESIÓN OTORGADA
1480;INVERMAR S.A.;900000542;100988;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL LEMUY, SECTOR CALETA PUQUELDÓN, ISLA LEMUY;CONCESION OTORGADA;SALMONES;27,28;10A;PUQUELDON;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°35´29.0800, W 73°40´32.9800

S 42°35´28.7400, W 73°40´3.2000

S 42°35´35.2200, W 73°40´3.0700

S 42°35´35.5600, W 73°40´32.8400

S 42°35´29.1300, W 73°40´32.9800

S 42°35´32.2000, W 73°41´14.5500

S 42°35´35.3900, W 73°41´14.49";419;19-04-1989;476;24-07-1992;AGUA Y FONDO;CONCESIÓN OTORGADA
1481;EMPRESAS AQUACHILE S.A.;900000248;100416;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;ESTERO CASTRO, ENTRE PUNTA ARENA Y PUNTA TAUCO;CONCESION OTORGADA;SALMONES;7,95;10A;CHONCHI;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°32´33.1900, W 73°45´56.3900

S 42°32´37.0500, W 73°45´44.3200

S 42°32´29.1600, W 73°45´39.7100

S 42°32´25.3000, W 73°45´51.7800";49;29-01-1988;837;01-08-1988;AGUA Y FONDO;CONCESIÓN OTORGADA
1484;CERMAQ CHILE S.A.;97103231;102987;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL YAL, SECTOR VILUPULLI;CONCESION OTORGADA;SALMONES;16,19;10B;CHONCHI;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°36´4.2700, W 73°46´30.9800

S 42°36´8.5700, W 73°46´16.3000

S 42°35´55.0100, W 73°46´9.0200

S 42°35´50.7100, W 73°46´23.7100";2202;10-09-2003;1682;01-10-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
1486;MOWI CHILE S.A.;900000589;101152;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PUNTA COÑAO, ISLA QUINCHAO;CONCESION OTORGADA;SALMONES;0,23;10A;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°30´40.6500, W 73°30´33.5900

S 42°30´40.6000, W 73°30´30.0400

S 42°30´42.4800, W 73°30´30.0000";778;04-07-1989;472;24-07-1992;AGUA Y FONDO;CONCESIÓN OTORGADA
1494;MOWI CHILE S.A.;900000573;101050;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL LEMUY, AL SUR DE PUNTA AGUANTAO;CONCESION OTORGADA;SALMONES;3,37;10A;CASTRO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°32´18.9800, W 73°35´17.7100

S 42°32´14.9800, W 73°35´2.2200

S 42°32´12.2300, W 73°35´3.5200

S 42°32´16.2300, W 73°35´19.0100";1428;24-05-2011;128;22-02-1991;AGUA Y FONDO;CONCESIÓN OTORGADA
1495;MOWI CHILE S.A.;900000552;100987;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PUERTO CONCHAS, ISLA LLINGUA;CONCESION OTORGADA;SALMONES;2,18;9A;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°26´12.5900, W 73°26´18.6200

S 42°26´22.3100, W 73°26´14.9100

S 42°26´21.6900, W 73°26´11.9600

S 42°26´11.9700, W 73°26´15.6700";460;25-04-1989;297;26-08-1994;AGUA Y FONDO;CONCESIÓN OTORGADA
1496;MOWI CHILE S.A.;900000663;101285;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;QUILILPUE, ISLA LINLIN;CONCESION OTORGADA;SALMONES;2,34;9A;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°23´46.4000, W 73°27´20.4800

S 42°23´51.6700, W 73°27´7.7300

S 42°23´49.6800, W 73°27´6.2300

S 42°23´44.4100, W 73°27´18.9900";481;03-04-1997;342;20-09-1994;AGUA Y FONDO;CONCESIÓN OTORGADA
1497;PRODUCTOS DEL MAR VENTISQUEROS S.A.;94103147;102069;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SUR DE PUNTA LILIHUE, ISLA MEULIN;CONCESION OTORGADA;SALMONES;20;9B;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°26´14.1600, W 73°20´27.4500

S 42°26´7.1900, W 73°20´24.3100

S 42°26´4.8400, W 73°20´27.0200

S 42°26´1.6900, W 73°20´27.1000

S 42°25´48.0000, W 73°20´42.1000

S 42°25´53.1100, W 73°20´52.5100";193;31-01-1997;1204;10-07-1997;AGUA Y FONDO;CONCESIÓN OTORGADA
1498;PRODUCTOS DEL MAR VENTISQUEROS S.A.;93103027;102054;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;SUR DE PUNTA MATAO, ISLA QUINCHAO;CONCESION OTORGADA;SALMONES;28;10A;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°34´26.2200, W 73°26´15.0500

S 42°34´32.5900, W 73°25´42.9200

S 42°34´44.2900, W 73°25´49.1300

S 42°34´39.5500, W 73°26´13.7800

S 42°34´34.3700, W 73°26´18.6400";1005;11-07-1997;1386;07-11-1997;AGUA Y FONDO;CONCESIÓN OTORGADA
1499;PRODUCTOS DEL MAR VENTISQUEROS S.A.;93103029;102053;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;PUNTA CHILLIDQUE, ISLA MECHUQUE;CONCESION OTORGADA;SALMONES;6,24;8;QUEMCHI;REGIÓN DE LOS LAGOS;SHOA-7390;WGS-84;18 SUR;"S 42°18´20.2800, W 73°18´32.3500

S 42°18´25.5300, W 73°18´22.0300

S 42°18´28.3500, W 73°18´24.5600

S 42°18´33.2700, W 73°18´15.9300

S 42°18´34.6200, W 73°18´17.6500

S 42°18´23.7000, W 73°18´37.2800";1001;10-07-1997;1385;07-11-1997;AGUA Y FONDO;CONCESIÓN OTORGADA
1501;MOWI CHILE S.A.;900000849;101769;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL HUDSON, PUNTA HUENAO, ISLA QUINCHAO;CONCESION OTORGADA;SALMONES;12;10A;CURACO DE VELEZ;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°28´30.0100, W 73°37´27.6200

S 42°28´34.0800, W 73°37´15.2400

S 42°28´32.6000, W 73°37´13.8000

S 42°28´31.7100, W 73°37´16.6200

S 42°28´25.3100, W 73°37´3.9200

S 42°28´18.6100, W 73°37´15.3800

S 42°28´23.4100, W 73°37´21.1";1009;28-08-1991;191;05-02-1996;AGUA Y FONDO;CONCESIÓN OTORGADA
1505;SALMONES ANTARTICA S.A.;200103249;102963;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL YAL, AL SUR DE PUNTA LUCU, ISLA LEMUY;CONCESION OTORGADA;SALMONES;1,76;10B;PUQUELDON;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°37´35.5400, W 73°44´51.4000

S 42°37´30.8400, W 73°44´51.5000

S 42°37´30.8000, W 73°44´47.7700

S 42°37´39.5500, W 73°44´47.5900";2821;25-08-2009;1845;22-12-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
1506;MOWI CHILE S.A.;900000246;100413;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL YAL, SECTOR LINCAI, ISLA LEMUY;CONCESION OTORGADA;SALMONES;33,21;10B;PUQUELDON;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°39´11.5200, W 73°40´56.9700

S 42°39´2.1800, W 73°41´0.6600

S 42°38´55.7700, W 73°40´35.7900

S 42°38´45.1000, W 73°40´20.4400

S 42°38´52.4100, W 73°40´11.7500

S 42°39´1.9200, W 73°40´24.9600";1431;10-12-1987;1185;12-12-1989;AGUA Y FONDO;CONCESIÓN OTORGADA
1509;CERMAQ CHILE S.A.;201103016;103805;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA, CHASCON O HUIRO NEGRO, COCHAYUYO, LUCHE, LUGA NEGRA O CRESPA, LUGA-ROJA, PELILLO;NORESTE DE ROCA COCHETAHUE, ISLA BUTACHAUQUES;CONCESION OTORGADA;SALMONES;8,39;8;QUEMCHI;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°19´21.4300, W 73°5´44.4000

S 42°19´14.9700, W 73°5´35.4700

S 42°19´24.0500, W 73°5´28.6000

S 42°19´29.1800, W 73°5´40.4200";4124;29-11-2005;778;28-06-2006;AGUA Y FONDO;CONCESIÓN OTORGADA
1510;DELIFISH FARMING SPA;93103080;101962;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL HUDSON, AL OESTE DE PUNTA CUEM, ISLA QUINCHA;CONCESION OTORGADA;SALMONES;65;10A;QUINCHAO;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°32´45.4600, W 73°26´56.9600

S 42°33´16.6500, W 73°26´56.8300

S 42°33´23.1300, W 73°27´2.1000

S 42°33´38.6100, W 73°27´1.7200

S 42°33´38.7600, W 73°27´12.9900

S 42°33´23.8200, W 73°27´15.7900

S 42°32´45.5500, W 73°27´17.58";846;07-05-1996;1811;22-10-1996;AGUA Y FONDO;CONCESIÓN OTORGADA
1511;SALMONES ANTARTICA S.A.;900000063;100075;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;CANAL DALCAHUE, SECTOR BANCO DEL PASAJE, ISLA QUINCHAO;CONCESION OTORGADA;SALMONES;21;10A;CURACO DE VELEZ;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°25´3.1800, W 73°37´59.9600

S 42°25´20.4500, W 73°37´40.1000

S 42°25´26.7600, W 73°37´50.0800

S 42°25´9.4900, W 73°38´9.9500";1675;08-11-1989;647;09-07-1985;AGUA Y FONDO;CONCESIÓN OTORGADA
1513;AQUACHILE MAULLIN LTDA.;900000249;100411;SALMON CEREZA, SALMON DEL ATLANTICO, SALMON KETA, SALMON PLATEADO, SALMON REY, SALMON ROSADO, TRUCHA ARCOIRIS, TRUCHA CAFE, TRUCHA DE ARROYO, TRUCHA DE LA MONTAÑA;QUETALCO;CONCESION OTORGADA;SALMONES;21,16;9A;DALCAHUE;REGIÓN DE LOS LAGOS;SHOA-7370;WGS-84;18 SUR;"S 42°20´43.7900, W 73°33´16.5300

S 42°20´43.7100, W 73°33´8.4400

S 42°20´50.8900, W 73°33´8.2700

S 42°20´50.7900, W 73°33´0.4000

S 42°20´39.6900, W 73°33´0.6500

S 42°20´39.5700, W 73°32´51.3200

S 42°20´56.1000, W 73°32´50.9400";2433;31-10-2002;1207;16-05-2003;AGUA Y FONDO;CONCESIÓN OTORGADA
